away,home,start_dt,away_score,home_score,over_under
Los Angeles Angels,New York Yankees,2017-06-21 19:05:00-04:00,4,8,10.5
Toronto Blue Jays,Texas Rangers,2017-06-21 20:05:00-04:00,7,5,10.5
Pittsburgh Pirates,Milwaukee Brewers,2017-06-21 20:10:00-04:00,3,4,9.5
New York Mets,Los Angeles Dodgers,2017-06-21 22:10:00-04:00,2,8,9.0
Chicago White Sox,Minnesota Twins,2017-06-21 20:10:00-04:00,2,4,9.5
Detroit Tigers,Seattle Mariners,2017-06-21 22:10:00-04:00,5,7,8.5
Cincinnati Reds,Tampa Bay Rays,2017-06-21 12:10:00-04:00,3,8,9.0
Pittsburgh Pirates,St. Louis Cardinals,2017-06-23 20:15:00-04:00,4,3,9.0
Colorado Rockies,Los Angeles Dodgers,2017-06-23 22:10:00-04:00,1,6,8.0
Baltimore Orioles,Tampa Bay Rays,2017-06-23 19:10:00-04:00,5,15,8.5
Minnesota Twins,Cleveland Indians,2017-06-23 19:10:00-04:00,5,0,9.5
Cincinnati Reds,Washington Nationals,2017-06-23 19:05:00-04:00,5,6,9.0
Milwaukee Brewers,Atlanta Braves,2017-06-23 19:35:00-04:00,4,5,9.0
Philadelphia Phillies,Arizona Diamondbacks,2017-06-23 21:40:00-04:00,6,1,10.5
New York Mets,San Francisco Giants,2017-06-23 22:15:00-04:00,11,4,8.5
Texas Rangers,New York Yankees,2017-06-23 20:45:00-04:00,1,2,10.0
Los Angeles Angels,Boston Red Sox,2017-06-23 19:15:00-04:00,4,9,9.5
Pittsburgh Pirates,St. Louis Cardinals,2017-06-24 19:15:00-04:00,7,3,8.5
Philadelphia Phillies,Arizona Diamondbacks,2017-06-24 22:10:00-04:00,2,9,9.5
Baltimore Orioles,Tampa Bay Rays,2017-06-24 16:10:00-04:00,8,3,9.0
Los Angeles Angels,Boston Red Sox,2017-06-24 19:15:00-04:00,6,3,9.5
Cincinnati Reds,Washington Nationals,2017-06-24 16:05:00-04:00,3,18,10.0
Milwaukee Brewers,Atlanta Braves,2017-06-24 16:10:00-04:00,1,3,9.5
New York Mets,San Francisco Giants,2017-06-24 19:15:00-04:00,5,2,7.5
Colorado Rockies,Los Angeles Dodgers,2017-06-24 22:10:00-04:00,0,4,7.0
Texas Rangers,New York Yankees,2017-06-24 13:05:00-04:00,8,1,11.0
Minnesota Twins,Cleveland Indians,2017-06-24 16:10:00-04:00,4,2,9.0
Detroit Tigers,San Diego Padres,2017-06-24 22:10:00-04:00,3,7,8.5
Cincinnati Reds,Washington Nationals,2017-06-25 13:35:00-04:00,6,2,10.0
Pittsburgh Pirates,St. Louis Cardinals,2017-06-25 20:05:00-04:00,4,8,8.5
Philadelphia Phillies,Arizona Diamondbacks,2017-06-25 16:10:00-04:00,1,2,10.0
Baltimore Orioles,Tampa Bay Rays,2017-06-25 13:10:00-04:00,8,5,9.5
Texas Rangers,New York Yankees,2017-06-25 14:05:00-04:00,7,6,10.5
Milwaukee Brewers,Atlanta Braves,2017-06-25 13:35:00-04:00,7,0,9.5
New York Mets,San Francisco Giants,2017-06-25 16:05:00-04:00,8,2,9.0
Colorado Rockies,Los Angeles Dodgers,2017-06-25 16:10:00-04:00,6,12,8.5
Minnesota Twins,Cleveland Indians,2017-06-25 13:10:00-04:00,4,0,9.5
Los Angeles Angels,Boston Red Sox,2017-06-25 13:35:00-04:00,4,2,11.0
Houston Astros,Seattle Mariners,2017-06-25 16:10:00-04:00,8,2,10.5
Chicago Cubs,Washington Nationals,2017-06-26 19:05:00-04:00,5,4,10.0
Minnesota Twins,Boston Red Sox,2017-06-26 19:10:00-04:00,1,4,8.0
Philadelphia Phillies,Arizona Diamondbacks,2017-06-26 15:40:00-04:00,1,6,8.5
Colorado Rockies,San Francisco Giants,2017-06-26 22:05:00-04:00,2,9,7.0
Texas Rangers,Cleveland Indians,2017-06-26 19:10:00-04:00,9,15,8.5
Los Angeles Angels,Los Angeles Dodgers,2017-06-26 22:10:00-04:00,4,0,9.0
Cincinnati Reds,St. Louis Cardinals,2017-06-26 16:15:00-04:00,2,8,9.0
New York Mets,Miami Marlins,2017-06-27 19:10:00-04:00,3,6,9.0
Baltimore Orioles,Toronto Blue Jays,2017-06-27 19:05:00-04:00,3,1,9.5
Kansas City Royals,Detroit Tigers,2017-06-27 19:10:00-04:00,3,5,9.5
Oakland Athletics,Houston Astros,2017-06-27 20:10:00-04:00,6,4,9.0
Los Angeles Angels,Los Angeles Dodgers,2017-06-27 22:10:00-04:00,0,4,8.0
Chicago Cubs,Washington Nationals,2017-06-27 19:05:00-04:00,1,6,7.5
Milwaukee Brewers,Cincinnati Reds,2017-06-27 19:10:00-04:00,6,8,10.5
Atlanta Braves,San Diego Padres,2017-06-27 22:10:00-04:00,3,0,8.0
Minnesota Twins,Boston Red Sox,2017-06-27 20:00:00-04:00,2,9,10.0
Texas Rangers,Cleveland Indians,2017-06-27 19:10:00-04:00,2,1,10.5
Tampa Bay Rays,Pittsburgh Pirates,2017-06-27 19:05:00-04:00,4,2,9.0
Philadelphia Phillies,Seattle Mariners,2017-06-27 22:10:00-04:00,8,2,8.5
Chicago Cubs,Washington Nationals,2017-06-28 19:05:00-04:00,4,8,8.5
Atlanta Braves,San Diego Padres,2017-06-28 22:10:00-04:00,4,7,8.0
Baltimore Orioles,Toronto Blue Jays,2017-06-28 19:05:00-04:00,0,4,9.5
Minnesota Twins,Boston Red Sox,2017-06-28 19:10:00-04:00,4,1,10.0
Oakland Athletics,Houston Astros,2017-06-28 20:10:00-04:00,8,11,9.5
Tampa Bay Rays,Pittsburgh Pirates,2017-06-28 19:05:00-04:00,2,6,8.5
New York Mets,Miami Marlins,2017-06-28 19:10:00-04:00,8,0,9.0
St. Louis Cardinals,Arizona Diamondbacks,2017-06-28 21:40:00-04:00,4,3,9.5
Kansas City Royals,Detroit Tigers,2017-06-28 19:10:00-04:00,8,2,9.5
Texas Rangers,Cleveland Indians,2017-06-28 19:10:00-04:00,3,5,9.0
Philadelphia Phillies,Seattle Mariners,2017-06-28 15:40:00-04:00,5,4,9.0
Chicago Cubs,Washington Nationals,2017-06-29 16:05:00-04:00,5,4,9.5
Milwaukee Brewers,Cincinnati Reds,2017-06-29 19:10:00-04:00,11,3,10.0
Kansas City Royals,Detroit Tigers,2017-06-29 13:10:00-04:00,3,7,9.5
Baltimore Orioles,Toronto Blue Jays,2017-06-29 19:05:00-04:00,2,0,10.0
St. Louis Cardinals,Arizona Diamondbacks,2017-06-29 15:40:00-04:00,10,4,10.5
New York Mets,Miami Marlins,2017-06-29 19:10:00-04:00,6,3,9.0
Atlanta Braves,San Diego Padres,2017-06-29 21:10:00-04:00,0,6,7.5
Texas Rangers,Cleveland Indians,2017-06-29 12:10:00-04:00,1,5,9.5
Oakland Athletics,Houston Astros,2017-06-29 14:10:00-04:00,1,6,9.0
Minnesota Twins,Boston Red Sox,2017-06-29 19:10:00-04:00,3,6,10.0
Philadelphia Phillies,New York Mets,2017-07-01 16:10:00-04:00,6,7,9.0
Tampa Bay Rays,Baltimore Orioles,2017-07-01 17:15:00-04:00,10,3,11.0
Minnesota Twins,Kansas City Royals,2017-07-01 20:35:00-04:00,10,5,9.5
San Francisco Giants,Pittsburgh Pirates,2017-07-01 16:05:00-04:00,2,1,9.5
Miami Marlins,Milwaukee Brewers,2017-07-01 16:10:00-04:00,4,8,11.0
Colorado Rockies,Arizona Diamondbacks,2017-07-01 22:10:00-04:00,2,6,8.5
New York Yankees,Houston Astros,2017-07-01 19:15:00-04:00,6,7,9.5
Atlanta Braves,Oakland Athletics,2017-07-01 16:05:00-04:00,4,3,9.0
Colorado Rockies,Arizona Diamondbacks,2017-07-02 16:10:00-04:00,3,4,9.5
Minnesota Twins,Kansas City Royals,2017-07-02 14:15:00-04:00,2,6,10.5
Philadelphia Phillies,New York Mets,2017-07-02 13:10:00-04:00,7,1,9.5
Boston Red Sox,Toronto Blue Jays,2017-07-02 13:05:00-04:00,15,1,9.0
Tampa Bay Rays,Baltimore Orioles,2017-07-02 13:35:00-04:00,1,7,10.5
Texas Rangers,Chicago White Sox,2017-07-02 14:10:00-04:00,5,6,9.5
Atlanta Braves,Oakland Athletics,2017-07-02 16:05:00-04:00,4,3,8.5
Miami Marlins,St. Louis Cardinals,2017-07-04 14:15:00-04:00,5,2,9.5
Cincinnati Reds,Colorado Rockies,2017-07-04 20:10:00-04:00,8,1,12.0
Los Angeles Angels,Minnesota Twins,2017-07-04 14:10:00-04:00,4,5,9.5
Kansas City Royals,Seattle Mariners,2017-07-04 18:40:00-04:00,7,3,9.0
Tampa Bay Rays,Chicago Cubs,2017-07-04 14:20:00-04:00,6,5,7.5
San Diego Padres,Cleveland Indians,2017-07-04 19:10:00-04:00,1,0,8.0
New York Mets,Washington Nationals,2017-07-04 11:05:00-04:00,4,11,10.0
Arizona Diamondbacks,Los Angeles Dodgers,2017-07-04 21:10:00-04:00,3,4,7.5
Chicago White Sox,Oakland Athletics,2017-07-04 16:05:00-04:00,6,7,9.5
Boston Red Sox,Texas Rangers,2017-07-04 20:05:00-04:00,11,4,9.0
San Francisco Giants,Detroit Tigers,2017-07-04 13:10:00-04:00,3,5,10.5
Baltimore Orioles,Milwaukee Brewers,2017-07-04 16:10:00-04:00,2,6,9.5
San Diego Padres,Philadelphia Phillies,2017-07-07 18:35:00-04:00,4,3,9.0
New York Mets,St. Louis Cardinals,2017-07-07 20:15:00-04:00,6,5,8.0
Houston Astros,Toronto Blue Jays,2017-07-07 19:05:00-04:00,12,2,9.5
Chicago White Sox,Colorado Rockies,2017-07-07 20:40:00-04:00,4,12,11.0
Pittsburgh Pirates,Chicago Cubs,2017-07-07 14:20:00-04:00,1,6,9.0
Atlanta Braves,Washington Nationals,2017-07-07 19:05:00-04:00,4,5,8.0
Cincinnati Reds,Arizona Diamondbacks,2017-07-07 21:40:00-04:00,3,6,9.0
Detroit Tigers,Cleveland Indians,2017-07-07 19:10:00-04:00,2,11,9.5
Los Angeles Angels,Texas Rangers,2017-07-07 20:05:00-04:00,0,10,10.0
Oakland Athletics,Seattle Mariners,2017-07-07 22:10:00-04:00,2,7,8.0
Milwaukee Brewers,New York Yankees,2017-07-07 19:05:00-04:00,9,4,10.5
Kansas City Royals,Los Angeles Dodgers,2017-07-07 22:10:00-04:00,1,4,8.5
San Diego Padres,Philadelphia Phillies,2017-07-08 16:05:00-04:00,2,1,8.0
Pittsburgh Pirates,Chicago Cubs,2017-07-08 19:15:00-04:00,4,2,8.0
Cincinnati Reds,Arizona Diamondbacks,2017-07-08 22:10:00-04:00,7,0,9.5
Houston Astros,Toronto Blue Jays,2017-07-08 13:05:00-04:00,2,7,9.0
Los Angeles Angels,Texas Rangers,2017-07-08 21:05:00-04:00,2,5,10.5
Kansas City Royals,Los Angeles Dodgers,2017-07-08 19:15:00-04:00,4,5,9.0
Atlanta Braves,Washington Nationals,2017-07-08 16:05:00-04:00,13,0,9.0
New York Mets,St. Louis Cardinals,2017-07-08 16:10:00-04:00,1,4,9.5
Miami Marlins,San Francisco Giants,2017-07-08 22:05:00-04:00,5,4,8.0
Baltimore Orioles,Minnesota Twins,2017-07-08 14:10:00-04:00,5,1,11.0
Detroit Tigers,Cleveland Indians,2017-07-08 19:15:00-04:00,0,4,9.5
Oakland Athletics,Seattle Mariners,2017-07-08 22:10:00-04:00,4,3,9.5
Milwaukee Brewers,New York Yankees,2017-07-08 13:05:00-04:00,3,5,10.0
Chicago White Sox,Colorado Rockies,2017-07-08 21:10:00-04:00,5,4,10.5
Milwaukee Brewers,Pittsburgh Pirates,2017-07-17 19:05:00-04:00,2,4,9.5
Philadelphia Phillies,Miami Marlins,2017-07-17 19:10:00-04:00,5,6,8.5
San Diego Padres,Colorado Rockies,2017-07-17 20:40:00-04:00,6,9,11.0
Texas Rangers,Baltimore Orioles,2017-07-17 19:05:00-04:00,1,3,11.0
New York Yankees,Minnesota Twins,2017-07-17 20:10:00-04:00,2,4,10.0
Detroit Tigers,Kansas City Royals,2017-07-17 20:15:00-04:00,10,2,11.0
St. Louis Cardinals,New York Mets,2017-07-17 19:10:00-04:00,6,3,9.0
Toronto Blue Jays,Boston Red Sox,2017-07-17 19:10:00-04:00,4,3,9.0
Seattle Mariners,Houston Astros,2017-07-17 20:10:00-04:00,9,7,9.0
San Diego Padres,Colorado Rockies,2017-07-18 20:40:00-04:00,7,9,11.0
Texas Rangers,Baltimore Orioles,2017-07-18 19:05:00-04:00,1,12,10.5
Washington Nationals,Los Angeles Angels,2017-07-18 22:05:00-04:00,4,3,10.0
Milwaukee Brewers,Pittsburgh Pirates,2017-07-18 19:05:00-04:00,3,4,9.5
Philadelphia Phillies,Miami Marlins,2017-07-18 19:10:00-04:00,5,2,9.0
Seattle Mariners,Houston Astros,2017-07-18 20:10:00-04:00,2,6,10.0
Tampa Bay Rays,Oakland Athletics,2017-07-18 22:05:00-04:00,4,3,9.0
Colorado Rockies,St. Louis Cardinals,2017-07-25 20:15:00-04:00,2,3,8.5
Los Angeles Angels,Cleveland Indians,2017-07-25 19:10:00-04:00,7,11,9.0
Baltimore Orioles,Tampa Bay Rays,2017-07-25 19:10:00-04:00,4,5,8.5
Miami Marlins,Texas Rangers,2017-07-25 20:05:00-04:00,4,10,11.0
Milwaukee Brewers,Washington Nationals,2017-07-25 19:05:00-04:00,8,0,10.0
Atlanta Braves,Arizona Diamondbacks,2017-07-25 21:40:00-04:00,8,3,10.5
Pittsburgh Pirates,San Francisco Giants,2017-07-25 22:15:00-04:00,3,11,7.5
Oakland Athletics,Toronto Blue Jays,2017-07-25 19:05:00-04:00,1,4,9.5
Kansas City Royals,Detroit Tigers,2017-07-25 19:10:00-04:00,3,1,9.0
Boston Red Sox,Seattle Mariners,2017-07-25 22:10:00-04:00,5,6,8.5
Chicago White Sox,Chicago Cubs,2017-07-25 14:20:00-04:00,2,7,9.0
Cincinnati Reds,New York Yankees,2017-07-25 19:10:00-04:00,2,4,9.0
Minnesota Twins,Los Angeles Dodgers,2017-07-25 22:10:00-04:00,2,6,8.0
Pittsburgh Pirates,San Francisco Giants,2017-07-26 15:45:00-04:00,1,2,8.0
Colorado Rockies,St. Louis Cardinals,2017-07-26 20:15:00-04:00,5,10,8.5
Los Angeles Angels,Cleveland Indians,2017-07-26 19:10:00-04:00,4,10,9.0
Houston Astros,Philadelphia Phillies,2017-07-26 19:05:00-04:00,0,9,8.0
Atlanta Braves,Arizona Diamondbacks,2017-07-26 15:40:00-04:00,3,10,10.5
Milwaukee Brewers,Washington Nationals,2017-07-26 19:05:00-04:00,5,8,8.5
New York Mets,San Diego Padres,2017-07-26 22:10:00-04:00,3,6,8.5
Baltimore Orioles,Tampa Bay Rays,2017-07-26 12:10:00-04:00,1,5,9.0
Oakland Athletics,Toronto Blue Jays,2017-07-26 19:05:00-04:00,2,3,10.0
Kansas City Royals,Detroit Tigers,2017-07-26 19:10:00-04:00,16,2,9.5
Cincinnati Reds,New York Yankees,2017-07-26 13:05:00-04:00,5,9,9.0
Miami Marlins,Texas Rangers,2017-07-26 20:05:00-04:00,22,10,10.5
Minnesota Twins,Los Angeles Dodgers,2017-07-26 22:10:00-04:00,5,6,8.5
Cincinnati Reds,Miami Marlins,2017-07-27 19:10:00-04:00,1,4,9.5
Los Angeles Angels,Cleveland Indians,2017-07-27 12:10:00-04:00,1,2,9.5
Tampa Bay Rays,New York Yankees,2017-07-27 19:05:00-04:00,5,6,9.0
Milwaukee Brewers,Washington Nationals,2017-07-27 12:05:00-04:00,2,15,8.5
Oakland Athletics,Toronto Blue Jays,2017-07-27 12:35:00-04:00,4,8,8.5
Tampa Bay Rays,Houston Astros,2017-07-31 20:10:00-04:00,7,14,9.0
Atlanta Braves,Philadelphia Phillies,2017-07-31 12:35:00-04:00,6,7,8.5
Detroit Tigers,New York Yankees,2017-07-31 19:05:00-04:00,3,7,8.0
Seattle Mariners,Texas Rangers,2017-07-31 20:05:00-04:00,6,4,10.5
San Francisco Giants,Oakland Athletics,2017-07-31 22:05:00-04:00,5,8,9.5
Washington Nationals,Miami Marlins,2017-08-02 19:10:00-04:00,0,7,9.5
Arizona Diamondbacks,Chicago Cubs,2017-08-02 20:05:00-04:00,3,0,8.0
New York Mets,Colorado Rockies,2017-08-02 20:40:00-04:00,10,5,12.5
Detroit Tigers,New York Yankees,2017-08-02 14:30:00-04:00,2,0,9.5
Kansas City Royals,Baltimore Orioles,2017-08-02 19:05:00-04:00,0,6,10.0
Seattle Mariners,Texas Rangers,2017-08-02 20:05:00-04:00,1,5,10.0
Philadelphia Phillies,Los Angeles Angels,2017-08-02 22:05:00-04:00,0,7,9.0
Cincinnati Reds,Pittsburgh Pirates,2017-08-02 19:05:00-04:00,5,2,9.0
St. Louis Cardinals,Milwaukee Brewers,2017-08-02 20:10:00-04:00,5,4,8.5
Tampa Bay Rays,Houston Astros,2017-08-02 20:10:00-04:00,3,0,8.5
Minnesota Twins,San Diego Padres,2017-08-02 15:40:00-04:00,5,2,8.5
Oakland Athletics,San Francisco Giants,2017-08-02 22:15:00-04:00,6,1,8.5
Miami Marlins,Atlanta Braves,2017-08-06 13:35:00-04:00,4,1,9.5
Philadelphia Phillies,Colorado Rockies,2017-08-06 15:10:00-04:00,3,2,11.0
Detroit Tigers,Baltimore Orioles,2017-08-06 13:35:00-04:00,3,12,10.0
Toronto Blue Jays,Houston Astros,2017-08-06 14:10:00-04:00,6,7,9.0
Seattle Mariners,Kansas City Royals,2017-08-06 14:15:00-04:00,8,7,8.5
St. Louis Cardinals,Cincinnati Reds,2017-08-06 13:10:00-04:00,13,4,9.5
San Diego Padres,Pittsburgh Pirates,2017-08-06 13:35:00-04:00,4,5,8.5
Washington Nationals,Chicago Cubs,2017-08-06 14:20:00-04:00,9,4,9.0
New York Yankees,Cleveland Indians,2017-08-06 13:10:00-04:00,8,1,7.5
Chicago White Sox,Boston Red Sox,2017-08-06 13:35:00-04:00,3,6,10.5
Texas Rangers,Minnesota Twins,2017-08-06 14:10:00-04:00,5,6,10.5
Oakland Athletics,Los Angeles Angels,2017-08-06 15:35:00-04:00,11,10,9.0
Milwaukee Brewers,Tampa Bay Rays,2017-08-06 13:10:00-04:00,1,2,7.5
Seattle Mariners,Kansas City Royals,2017-08-06 17:50:00-04:00,1,9,9.5
Miami Marlins,Washington Nationals,2017-08-09 19:05:00-04:00,1,10,9.0
Philadelphia Phillies,Atlanta Braves,2017-08-09 19:35:00-04:00,3,2,9.0
Colorado Rockies,Cleveland Indians,2017-08-09 12:10:00-04:00,3,2,9.0
Minnesota Twins,Milwaukee Brewers,2017-08-09 20:10:00-04:00,4,0,9.5
Chicago Cubs,San Francisco Giants,2017-08-09 15:45:00-04:00,1,3,7.0
San Diego Padres,Cincinnati Reds,2017-08-09 19:10:00-04:00,3,8,9.0
Los Angeles Dodgers,Arizona Diamondbacks,2017-08-09 21:40:00-04:00,3,2,9.0
Seattle Mariners,Oakland Athletics,2017-08-09 15:35:00-04:00,6,3,9.5
Texas Rangers,New York Mets,2017-08-09 12:10:00-04:00,5,1,9.5
Pittsburgh Pirates,Detroit Tigers,2017-08-09 19:10:00-04:00,0,10,9.0
Kansas City Royals,St. Louis Cardinals,2017-08-09 20:15:00-04:00,5,8,8.5
Miami Marlins,Washington Nationals,2017-08-10 19:05:00-04:00,2,3,9.0
Los Angeles Angels,Seattle Mariners,2017-08-10 22:10:00-04:00,6,3,7.5
Minnesota Twins,Milwaukee Brewers,2017-08-10 20:10:00-04:00,7,2,9.5
San Diego Padres,Cincinnati Reds,2017-08-10 12:35:00-04:00,3,10,8.5
Kansas City Royals,St. Louis Cardinals,2017-08-10 19:15:00-04:00,6,8,9.0
New York Mets,Philadelphia Phillies,2017-08-11 19:05:00-04:00,7,6,9.5
Cincinnati Reds,Milwaukee Brewers,2017-08-11 20:10:00-04:00,11,10,9.0
Chicago Cubs,Arizona Diamondbacks,2017-08-11 21:40:00-04:00,8,3,10.5
Atlanta Braves,St. Louis Cardinals,2017-08-11 20:15:00-04:00,5,8,8.5
San Diego Padres,Los Angeles Dodgers,2017-08-11 22:10:00-04:00,4,3,8.5
Boston Red Sox,New York Yankees,2017-08-11 19:05:00-04:00,4,5,9.0
Los Angeles Angels,Seattle Mariners,2017-08-11 22:10:00-04:00,6,5,10.0
Pittsburgh Pirates,Toronto Blue Jays,2017-08-11 19:05:00-04:00,4,2,8.5
San Francisco Giants,Washington Nationals,2017-08-13 13:05:00-04:00,4,2,9.0
Cincinnati Reds,Milwaukee Brewers,2017-08-13 14:10:00-04:00,4,7,10.5
Chicago Cubs,Arizona Diamondbacks,2017-08-13 16:10:00-04:00,7,2,9.0
Atlanta Braves,St. Louis Cardinals,2017-08-13 14:15:00-04:00,6,3,8.5
San Diego Padres,Los Angeles Dodgers,2017-08-13 16:10:00-04:00,4,6,8.5
Los Angeles Angels,Seattle Mariners,2017-08-13 16:10:00-04:00,4,2,9.5
Pittsburgh Pirates,Toronto Blue Jays,2017-08-13 13:05:00-04:00,1,7,9.0
San Francisco Giants,Washington Nationals,2017-08-13 19:05:00-04:00,2,6,8.0
Pittsburgh Pirates,Milwaukee Brewers,2017-08-15 19:40:00-04:00,1,3,9.0
Atlanta Braves,Colorado Rockies,2017-08-15 20:40:00-04:00,4,3,11.0
Detroit Tigers,Texas Rangers,2017-08-15 20:05:00-04:00,4,10,10.5
New York Mets,New York Yankees,2017-08-15 19:05:00-04:00,4,5,8.0
St. Louis Cardinals,Boston Red Sox,2017-08-15 19:10:00-04:00,4,10,10.0
San Francisco Giants,Miami Marlins,2017-08-15 19:10:00-04:00,9,4,7.5
Cincinnati Reds,Chicago Cubs,2017-08-15 20:05:00-04:00,2,1,7.5
Philadelphia Phillies,San Diego Padres,2017-08-15 22:10:00-04:00,4,8,8.0
Tampa Bay Rays,Toronto Blue Jays,2017-08-15 19:05:00-04:00,6,4,9.5
Baltimore Orioles,Seattle Mariners,2017-08-15 22:10:00-04:00,1,3,9.0
Los Angeles Angels,Washington Nationals,2017-08-15 19:05:00-04:00,1,3,8.5
Chicago White Sox,Los Angeles Dodgers,2017-08-15 22:10:00-04:00,1,6,8.5
Pittsburgh Pirates,Milwaukee Brewers,2017-08-16 14:10:00-04:00,6,7,8.0
Cincinnati Reds,Chicago Cubs,2017-08-16 20:05:00-04:00,6,7,10.0
Baltimore Orioles,Seattle Mariners,2017-08-16 15:40:00-04:00,6,7,9.5
Detroit Tigers,Texas Rangers,2017-08-16 20:05:00-04:00,6,12,11.0
Arizona Diamondbacks,Houston Astros,2017-08-16 20:10:00-04:00,5,9,9.0
San Francisco Giants,Miami Marlins,2017-08-16 13:10:00-04:00,1,8,9.0
Philadelphia Phillies,San Diego Padres,2017-08-16 15:40:00-04:00,0,3,8.5
Atlanta Braves,Colorado Rockies,2017-08-16 20:55:00-04:00,2,17,10.5
Tampa Bay Rays,Toronto Blue Jays,2017-08-16 19:05:00-04:00,2,3,8.5
Los Angeles Angels,Washington Nationals,2017-08-16 13:05:00-04:00,3,2,9.0
St. Louis Cardinals,Boston Red Sox,2017-08-16 19:10:00-04:00,4,5,9.5
Chicago White Sox,Los Angeles Dodgers,2017-08-16 22:10:00-04:00,4,5,7.0
Oakland Athletics,Baltimore Orioles,2017-08-21 19:05:00-04:00,3,7,11.0
Minnesota Twins,Chicago White Sox,2017-08-21 17:10:00-04:00,6,7,9.5
Boston Red Sox,Cleveland Indians,2017-08-21 19:10:00-04:00,4,5,9.0
Texas Rangers,Los Angeles Angels,2017-08-21 22:05:00-04:00,5,3,8.5
San Diego Padres,St. Louis Cardinals,2017-08-23 20:15:00-04:00,2,6,8.0
Oakland Athletics,Baltimore Orioles,2017-08-23 15:05:00-04:00,7,8,10.0
Washington Nationals,Houston Astros,2017-08-23 20:10:00-04:00,1,6,9.5
Milwaukee Brewers,San Francisco Giants,2017-08-23 15:45:00-04:00,2,4,9.0
Toronto Blue Jays,Tampa Bay Rays,2017-08-23 19:10:00-04:00,7,6,8.0
Boston Red Sox,Cleveland Indians,2017-08-23 19:10:00-04:00,6,1,7.5
Texas Rangers,Los Angeles Angels,2017-08-23 22:05:00-04:00,7,5,8.5
Seattle Mariners,Atlanta Braves,2017-08-23 19:35:00-04:00,9,6,9.5
Colorado Rockies,Kansas City Royals,2017-08-23 20:15:00-04:00,4,6,9.0
San Diego Padres,Miami Marlins,2017-08-25 19:10:00-04:00,6,8,9.5
San Francisco Giants,Arizona Diamondbacks,2017-08-25 21:40:00-04:00,3,4,9.5
Minnesota Twins,Toronto Blue Jays,2017-08-25 19:05:00-04:00,6,1,9.0
Kansas City Royals,Cleveland Indians,2017-08-25 19:10:00-04:00,0,4,9.5
Texas Rangers,Oakland Athletics,2017-08-25 22:05:00-04:00,1,3,9.5
Colorado Rockies,Atlanta Braves,2017-08-25 19:35:00-04:00,2,5,9.0
Milwaukee Brewers,Los Angeles Dodgers,2017-08-25 22:10:00-04:00,1,3,8.0
Seattle Mariners,New York Yankees,2017-08-25 19:05:00-04:00,2,1,9.5
Baltimore Orioles,Boston Red Sox,2017-08-25 19:10:00-04:00,16,3,9.5
Houston Astros,Los Angeles Angels,2017-08-25 22:05:00-04:00,2,1,8.5
Tampa Bay Rays,St. Louis Cardinals,2017-08-25 20:15:00-04:00,7,3,8.5
San Diego Padres,Miami Marlins,2017-08-27 13:10:00-04:00,2,6,8.5
Milwaukee Brewers,Los Angeles Dodgers,2017-08-27 16:10:00-04:00,3,2,8.0
Minnesota Twins,Toronto Blue Jays,2017-08-27 13:05:00-04:00,7,2,9.5
Baltimore Orioles,Boston Red Sox,2017-08-27 13:35:00-04:00,2,1,10.5
Texas Rangers,Oakland Athletics,2017-08-27 16:05:00-04:00,3,8,10.5
Pittsburgh Pirates,Cincinnati Reds,2017-08-27 13:10:00-04:00,5,2,9.5
New York Mets,Washington Nationals,2017-08-27 13:35:00-04:00,6,5,9.0
San Francisco Giants,Arizona Diamondbacks,2017-08-27 16:10:00-04:00,0,11,9.5
Seattle Mariners,New York Yankees,2017-08-27 13:05:00-04:00,1,10,9.5
Kansas City Royals,Cleveland Indians,2017-08-27 13:10:00-04:00,0,12,9.0
New York Mets,Washington Nationals,2017-08-27 20:05:00-04:00,4,5,8.5
Washington Nationals,New York Mets,2017-09-22 19:10:00-04:00,6,7,8.0
Los Angeles Angels,Houston Astros,2017-09-22 20:10:00-04:00,0,3,8.0
Texas Rangers,Oakland Athletics,2017-09-22 22:05:00-04:00,1,4,9.5
Philadelphia Phillies,Atlanta Braves,2017-09-22 19:35:00-04:00,2,7,9.5
Miami Marlins,Arizona Diamondbacks,2017-09-22 21:40:00-04:00,11,13,10.0
San Francisco Giants,Los Angeles Dodgers,2017-09-22 22:10:00-04:00,2,4,7.5
Philadelphia Phillies,Atlanta Braves,2017-09-23 19:10:00-04:00,2,4,9.5
Colorado Rockies,San Diego Padres,2017-09-23 20:40:00-04:00,0,5,8.5
Los Angeles Angels,Houston Astros,2017-09-23 13:05:00-04:00,2,6,8.5
St. Louis Cardinals,Pittsburgh Pirates,2017-09-23 19:05:00-04:00,6,11,8.0
Miami Marlins,Arizona Diamondbacks,2017-09-23 20:10:00-04:00,12,6,11.0
San Francisco Giants,Los Angeles Dodgers,2017-09-23 21:10:00-04:00,2,1,7.5
Washington Nationals,Philadelphia Phillies,2017-09-25 19:05:00-04:00,3,1,8.5
Chicago Cubs,St. Louis Cardinals,2017-09-25 20:15:00-04:00,10,2,8.0
San Francisco Giants,Arizona Diamondbacks,2017-09-25 21:40:00-04:00,9,2,9.0
Toronto Blue Jays,Boston Red Sox,2017-09-25 19:10:00-04:00,6,4,9.0
Atlanta Braves,New York Mets,2017-09-25 19:45:00-04:00,2,3,8.5
Miami Marlins,Colorado Rockies,2017-09-25 21:05:00-04:00,5,4,12.0
