away,home,start_dt,away_score,home_score,over_under,game_id,year,minute,total,over_hit,under_hit,push,city,humidity_0,humidity_1,humidity_2,humidity_3,humidity_4,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,weather_0,weather_1,weather_2,weather_3,weather_4,wind_dir_0,wind_dir_1,wind_dir_2,wind_dir_3,wind_dir_4,wind_spd_0,wind_spd_1,wind_spd_2,wind_spd_3,wind_spd_4
Arizona Diamondbacks,Boston Red Sox,2013-08-02T22:10:00Z,7,6,9,619,2013,10,13,TRUE,FALSE,FALSE,Boston,68,77,74,75,80,296,294.48,294.06,293.83,293.17,overcast clouds,light rain,light rain,light rain,light rain,204,182,182,182,159,4,3,3,3,3
New York Yankees,Boston Red Sox,2013-08-16T22:10:00Z,10,3,9,676,2013,10,13,TRUE,FALSE,FALSE,Boston,69,73,73,78,78,296.15,295.15,295.15,295.15,295.15,scattered clouds,overcast clouds,overcast clouds,overcast clouds,overcast clouds,60,50,70,80,80,5,6,6,6,5
Baltimore Orioles,Boston Red Sox,2013-08-29T22:10:00Z,3,2,8.5,725,2013,10,5,FALSE,TRUE,FALSE,Boston,74,80,87,91,94,296.81,294.565,292.32,293.16,291.2,light rain,light rain,mist,broken clouds,mist,98,102,107,107,140,1,1,2,2,1
Chicago White Sox,Boston Red Sox,2013-08-31T22:10:00Z,2,7,9,732,2013,10,9,FALSE,FALSE,TRUE,Boston,68,70,72,73,75,298.11,297.65,297.2665,296.781,296.372,few clouds,scattered clouds,few clouds,few clouds,few clouds,201,203,201,204,203,5,5,5,5,4
Chicago White Sox,Boston Red Sox,2013-09-01T16:35:00Z,6,7,9.5,743,2013,35,13,TRUE,FALSE,FALSE,Boston,88,86,94,95,94,295.916,295.802,294.741333333,294.390666667,294.334,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,216,133,174,122,188,1,1,0,0,0
Philadelphia Phillies,Chicago Cubs,2013-09-01T17:20:00Z,1,7,9,745,2013,20,8,FALSE,TRUE,FALSE,Chicago,88,89,84,83,92,297.066,296.777,297.841333333,297.890666667,296.159,scattered clouds,broken clouds,scattered clouds,scattered clouds,light rain,301,318,326,341,309,2,1,1,0,2
Detroit Tigers,Boston Red Sox,2013-09-02T16:35:00Z,3,0,9,755,2013,35,3,FALSE,TRUE,FALSE,Boston,75,80,96,73,71,298.48,297.2,297.76,298.74,297.96,moderate rain,thunderstorm with rain,light intensity drizzle,light rain,light rain,158,139,211,149,152,4,1,3,2,1
Miami Marlins,Chicago Cubs,2013-09-02T17:20:00Z,4,3,7,757,2013,20,7,FALSE,FALSE,TRUE,Chicago,66,72,59,73,76,297.09,296.4,301.58,295.53,295.02,light rain,sky is clear,few clouds,sky is clear,sky is clear,339,59,213,40,63,5,4,1,4,2
Miami Marlins,Chicago Cubs,2013-09-04T17:20:00Z,7,9,8,763,2013,20,16,TRUE,FALSE,FALSE,Chicago,50,45,47,45,43,299.13,299.58,300.79,301.56,301.43,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,282,234,256,264,248,0,2,0,1,2
Detroit Tigers,Boston Red Sox,2013-09-04T22:10:00Z,4,20,9.5,768,2013,10,24,TRUE,FALSE,FALSE,Boston,31,34,45,42,52,297.96,296.62,294.36,293.91,292.2,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,259,316,284,250,250,0,0,0,3,2
Baltimore Orioles,Boston Red Sox,2013-09-19T22:10:00Z,1,3,8.5,798,2013,10,4,FALSE,TRUE,FALSE,Boston,64,71,72,82,82,294.15,292.3115,292.15,290.15,286.07,sky is clear,sky is clear,sky is clear,sky is clear,mist,70,139,70,30,244,2,1,1,1,1
Detroit Tigers,Boston Red Sox,2013-10-13T23:05:00Z,5,6,7,809,2013,5,11,TRUE,FALSE,FALSE,Boston,86,83,100,100,92,285.23,284.5152,283.654333333,282.918666667,280.415,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,73,76,81,84,87,3,2,2,1,2
St. Louis Cardinals,Boston Red Sox,2013-10-24T23:05:00Z,4,2,7,811,2013,5,6,FALSE,TRUE,FALSE,Boston,71,50,50,74,65,284.5365,285.483333333,285.15,283.5855,284.483333333,scattered clouds,overcast clouds,overcast clouds,scattered clouds,overcast clouds,285,336,350,310,330,4,2,2,4,2
Texas Rangers,Boston Red Sox,2014-04-09T19:05:00Z,2,4,8.5,831,2014,5,6,FALSE,TRUE,FALSE,Boston,51,44,44,44,44,286.66,286.42,285.75,285.16,283.33,sky is clear,sky is clear,sky is clear,overcast clouds,sky is clear,30,30,30,40,70,4,4,3,3,2
Cincinnati Reds,Chicago Cubs,2014-04-18T17:20:00Z,4,1,6.5,871,2014,20,5,FALSE,TRUE,FALSE,Chicago,57,57,61,53,61,283.69,284.37,284.69,284.92,284.08,few clouds,few clouds,few clouds,few clouds,few clouds,50,60,50,80,60,6,5,4,4,5
Baltimore Orioles,Boston Red Sox,2014-04-18T22:10:00Z,8,4,7.5,875,2014,10,12,TRUE,FALSE,FALSE,Boston,81,93,93,93,93,278.68,277.85,277.03,276.67,276.31,overcast clouds,overcast clouds,overcast clouds,overcast clouds,overcast clouds,40,50,40,50,50,7,5,6,5,4
Baltimore Orioles,Boston Red Sox,2014-04-19T16:35:00Z,2,4,9,886,2014,35,6,FALSE,TRUE,FALSE,Boston,31,33,93,81,87,288.38,289.03,289.24,289.38,288.9,few clouds,broken clouds,overcast clouds,overcast clouds,overcast clouds,350,340,40,50,50,5,5,8,7,6
Baltimore Orioles,Boston Red Sox,2014-04-20T22:05:00Z,5,6,8,906,2014,5,11,TRUE,FALSE,FALSE,Boston,93,93,93,87,87,283.42,281.77,280.27,279.31,278.3,overcast clouds,overcast clouds,overcast clouds,overcast clouds,overcast clouds,40,40,30,30,30,10,10,10,11,11
Baltimore Orioles,Boston Red Sox,2014-04-21T14:05:00Z,7,6,8,907,2014,5,13,TRUE,FALSE,FALSE,Boston,100,93,87,81,81,284.65,286.68,288.98,290.41,291.72,overcast clouds,overcast clouds,overcast clouds,overcast clouds,scattered clouds,20,30,10,20,10,7,7,8,6,7
Arizona Diamondbacks,Chicago Cubs,2014-04-21T23:05:00Z,1,5,8.75,913,2014,5,6,FALSE,TRUE,FALSE,Chicago,82,88,93,93,93,291.45,290.42,289.7,289.32,288.81,moderate rain,moderate rain,moderate rain,light rain,overcast clouds,240,240,240,220,250,6,6,4,3,3
New York Yankees,Boston Red Sox,2014-04-22T22:10:00Z,9,3,7.5,923,2014,10,12,TRUE,FALSE,FALSE,Boston,59,63,68,63,67,292.71,290.98,289.72,288.54,286.83,sky is clear,light rain,sky is clear,light rain,light rain,200,200,200,200,210,6,4,4,3,2
Arizona Diamondbacks,Chicago Cubs,2014-04-22T23:05:00Z,2,9,6.75,924,2014,5,11,TRUE,FALSE,FALSE,Chicago,52,56,52,48,56,282.23,280.84,279.31,278.73,278.24,few clouds,few clouds,few clouds,few clouds,few clouds,80,80,70,40,40,4,5,5,4,4
Arizona Diamondbacks,Chicago Cubs,2014-04-23T17:20:00Z,7,5,6.5,930,2014,20,12,TRUE,FALSE,FALSE,Chicago,52,49,43,45,43,281.74,282.56,283.28,283.32,282.77,scattered clouds,scattered clouds,broken clouds,broken clouds,broken clouds,70,30,20,30,60,2,2,5,4,4
New York Yankees,Boston Red Sox,2014-04-23T22:10:00Z,1,5,8.5,940,2014,10,6,FALSE,TRUE,FALSE,Boston,47,50,62,58,62,283.37,282.85,282.68,282.41,281.96,light rain,sky is clear,sky is clear,sky is clear,sky is clear,70,40,160,10,0,4,3,1,5,0
Tampa Bay Rays,Boston Red Sox,2014-04-29T22:10:00Z,4,7,8.5,947,2014,10,11,TRUE,FALSE,FALSE,Boston,82,84,86,87,89,279.595333333,279.356666667,279.179,278.92,278.722,broken clouds,broken clouds,broken clouds,overcast clouds,overcast clouds,75,77,86,86,93,5,5,5,4,4
Tampa Bay Rays,Boston Red Sox,2014-05-01T16:05:00Z,2,1,9,959,2014,5,3,FALSE,TRUE,FALSE,Boston,85,84,84,82,82,286.867,287.582,287.3565,288.385,288.473,heavy intensity rain,heavy intensity rain,heavy intensity rain,heavy intensity rain,heavy intensity rain,181,184,194,195,203,5,5,4,4,4
Tampa Bay Rays,Boston Red Sox,2014-05-01T22:10:00Z,6,5,9,965,2014,10,11,TRUE,FALSE,FALSE,Boston,81,81,84,82,84,288.215333333,287.869666667,286.998,286.827666667,286.131333333,heavy intensity rain,heavy intensity rain,heavy intensity rain,heavy intensity rain,heavy intensity rain,211,211,212,212,212,4,4,3,3,3
Oakland Athletics,Boston Red Sox,2014-05-02T22:10:00Z,1,7,9.5,971,2014,10,8,FALSE,TRUE,FALSE,Boston,60,61,64,64,67,286.58,286.17,285.084,284.899333333,284.038666667,overcast clouds,broken clouds,broken clouds,broken clouds,scattered clouds,260,265,270,275,280,4,4,3,3,3
Oakland Athletics,Boston Red Sox,2014-05-03T16:35:00Z,3,6,9,979,2014,35,9,FALSE,FALSE,TRUE,Boston,62,64,60,60,58,286.636666667,286.1535,287.024333333,286.879666667,286.868,few clouds,scattered clouds,scattered clouds,scattered clouds,scattered clouds,186,194,161,159,187,2,2,2,3,2
Cincinnati Reds,Boston Red Sox,2014-05-06T22:10:00Z,3,4,8.5,992,2014,10,7,FALSE,TRUE,FALSE,Boston,25,25,48,52,56,288.93,288.24,286.49,284.9,283.62,broken clouds,sky is clear,sky is clear,sky is clear,sky is clear,284,327,82,90,336,2,3,1,0,2
Chicago White Sox,Chicago Cubs,2014-05-06T23:05:00Z,5,1,7,995,2014,5,6,FALSE,TRUE,FALSE,Chicago,38,38,61,44,36,288.41,286.87,284.66,284.51,285.44,broken clouds,broken clouds,broken clouds,broken clouds,sky is clear,45,36,121,86,100,3,2,7,1,7
Cincinnati Reds,Boston Red Sox,2014-05-07T22:10:00Z,3,4,8.5,1010,2014,10,7,FALSE,TRUE,FALSE,Boston,30,34,34,44,39,291.95,290.34,288.2,286.39,284.85,scattered clouds,scattered clouds,scattered clouds,scattered clouds,scattered clouds,126,143,180,236,350,2,2,3,0,1
Detroit Tigers,Boston Red Sox,2014-05-18T23:05:00Z,6,2,8.5,1032,2014,5,8,FALSE,TRUE,FALSE,Boston,49,50,56,56,54,290.35,289.09,287.66,287.18,286.8,few clouds,moderate rain,moderate rain,light rain,light rain,88,318,58,112,324,1,2,0,1,3
Toronto Blue Jays,Boston Red Sox,2014-05-22T19:05:00Z,7,2,8.5,1034,2014,5,9,TRUE,FALSE,FALSE,Boston,99,99,90,87,86,286.83,286.86,286.88,287.18,287.17,mist,mist,overcast clouds,overcast clouds,overcast clouds,95,79,188,218,231,1,0,1,0,1
Atlanta Braves,Boston Red Sox,2014-05-28T22:10:00Z,0,4,8,1060,2014,10,4,FALSE,TRUE,FALSE,Boston,74,83,65,65,73,284.11,283.82,284.1,283.1,282.54,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,190,200,0,270,0,4,3,0,2,0
New York Mets,Chicago Cubs,2014-06-04T23:05:00Z,4,5,7,1075,2014,5,9,TRUE,FALSE,FALSE,Chicago,95,95,95,95,95,290.46,290.35,289.6,288.62,287.34,broken clouds,broken clouds,broken clouds,mist,sky is clear,22,36,56,329,57,2,2,1,2,1
New York Mets,Chicago Cubs,2014-06-05T22:05:00Z,4,7,7.5,1082,2014,5,11,TRUE,FALSE,FALSE,Chicago,55,25,46,46,50,295.99,295.61,295.57,292.73,290.76,sky is clear,broken clouds,sky is clear,sky is clear,broken clouds,32,80,88,58,51,1,3,0,2,3
Cleveland Indians,Boston Red Sox,2014-06-13T22:10:00Z,3,10,8.5,1087,2014,10,13,TRUE,FALSE,FALSE,Boston,97,99,97,96,94,290.219983051,290.34,289.91,289.764419866,289.14,light rain,mist,mist,light rain,mist,204,322,330,330,330,3,0,1,1,0
Atlanta Braves,Chicago Cubs,2014-07-11T19:05:00Z,4,5,7.5,1096,2014,5,9,TRUE,FALSE,FALSE,Chicago,30,32,30,36,39,300.39,299.9,299.13,298.14,298.14,broken clouds,broken clouds,light rain,light rain,overcast clouds,210,200,190,160,160,2,4,4,5,4
Kansas City Royals,Boston Red Sox,2014-07-18T22:10:00Z,4,5,8,1110,2014,10,9,TRUE,FALSE,FALSE,Boston,47,51,54,64,67,298.42,296.72,295.07,293.37,292.58,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,139,141,141,172,175,1,2,2,2,1
Kansas City Royals,Boston Red Sox,2014-07-20T16:35:00Z,0,6,7,1122,2014,35,6,FALSE,TRUE,FALSE,Boston,60,57,54,63,67,296.66,297.39,297.42,297.26,296.58,overcast clouds,light rain,overcast clouds,overcast clouds,light rain,87,97,114,59,135,1,2,2,1,2
Toronto Blue Jays,Boston Red Sox,2014-07-28T22:10:00Z,14,1,9,1151,2014,10,15,TRUE,FALSE,FALSE,Boston,81,81,81,82,81,295.707666667,295.192333333,294.8335,294.266,293.855,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,202,211,215,225,230,5,5,4,5,4
Colorado Rockies,Chicago Cubs,2014-07-28T23:05:00Z,1,4,7.5,1152,2014,5,5,FALSE,TRUE,FALSE,Chicago,84,89,86,89,87,291.592333333,291.0835,291.432666667,291.138333333,291.338,light rain,light rain,light rain,light rain,light rain,0,63,42,84,148,6,4,3,2,3
Toronto Blue Jays,Boston Red Sox,2014-07-29T22:10:00Z,4,2,8.5,1159,2014,10,6,FALSE,TRUE,FALSE,Boston,73,74,79,79,83,294.166666667,293.751333333,292.841,292.590666667,291.845333333,scattered clouds,broken clouds,few clouds,broken clouds,scattered clouds,176,163,245,202,252,1,2,0,2,1
Colorado Rockies,Chicago Cubs,2014-07-29T23:05:00Z,3,4,8,1160,2014,5,7,FALSE,TRUE,FALSE,Chicago,71,75,73,76,78,295.701333333,294.691,295.074,294.412,293.9985,few clouds,scattered clouds,few clouds,scattered clouds,sky is clear,283,305,292,306,295,3,2,2,2,2
Toronto Blue Jays,Boston Red Sox,2014-07-30T22:10:00Z,6,1,8.5,1169,2014,10,7,FALSE,TRUE,FALSE,Boston,56,56,68,82,93,297.12,296.12,293.96,292.19,291.05,broken clouds,scattered clouds,sky is clear,sky is clear,sky is clear,210,200,290,213,213,2,1,1,1,1
Colorado Rockies,Chicago Cubs,2014-07-31T17:20:00Z,1,3,8.5,1174,2014,20,4,FALSE,TRUE,FALSE,Chicago,45,42,39,39,39,299.74,300.31,300.91,301.09,301.04,light rain,scattered clouds,scattered clouds,scattered clouds,few clouds,270,290,0,280,260,5,6,3,4,7
New York Yankees,Boston Red Sox,2014-08-01T22:10:00Z,3,4,9,1185,2014,10,7,FALSE,TRUE,FALSE,Boston,71,71,78,78,78,296.76,296.57,295.85,293.882,293.882,mist,broken clouds,broken clouds,broken clouds,broken clouds,178,194,194,195,195,4,2,2,3,3
New York Yankees,Boston Red Sox,2014-08-02T19:05:00Z,6,4,8.5,1193,2014,5,10,TRUE,FALSE,FALSE,Boston,78,79,82,83,85,293.017,292.614,292.1175,291.745666667,291.280333333,broken clouds,broken clouds,broken clouds,scattered clouds,scattered clouds,152,146,148,139,138,4,4,3,3,2
Houston Astros,Boston Red Sox,2014-08-14T22:10:00Z,4,9,9,1234,2014,10,13,TRUE,FALSE,FALSE,Boston,77,78,82,81,85,293.914,293.534,292.2345,292.161,291.168,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,264,267,268,272,274,3,3,3,3,2
Houston Astros,Boston Red Sox,2014-08-17T16:35:00Z,8,1,8.5,1240,2014,35,9,TRUE,FALSE,FALSE,Boston,71,78,72,76,72,295.131666667,294.086,295.275,294.788,294.4865,few clouds,light rain,light rain,light rain,light rain,219,253,250,274,269,2,2,2,3,3
Los Angeles Angels,Boston Red Sox,2014-08-18T22:10:00Z,4,2,9.5,1250,2014,10,6,FALSE,TRUE,FALSE,Boston,70,72,78,77,82,293.632666667,293.153333333,292.086,291.802666667,290.931333333,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,298,298,310,305,313,1,1,2,2,2
Toronto Blue Jays,Boston Red Sox,2014-09-06T22:10:00Z,3,4,9,1310,2014,10,7,FALSE,TRUE,FALSE,Boston,70,82,73,92,90,299.218,296.825,298.05,294.451,294.47,moderate rain,moderate rain,light rain,light rain,light rain,248,277,254,301,295,5,4,4,3,3
Cincinnati Reds,Chicago Cubs,2014-09-15T23:05:00Z,0,1,7,1342,2014,5,1,FALSE,TRUE,FALSE,Chicago,100,100,100,100,100,285.760333333,286.4285,286.217333333,286.665666667,286.103,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,209,94,149,76,280,1,2,2,3,2
St. Louis Cardinals,Chicago Cubs,2015-04-05T23:05:00Z,3,0,7,1368,2015,5,3,FALSE,TRUE,FALSE,Chicago,52,52,52,51,54,284.366333333,283.237,283.449,282.655,282.8135,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,220,204,210,199,208,3,3,3,3,4
St. Louis Cardinals,Chicago Cubs,2015-04-08T17:20:00Z,0,2,6.5,1370,2015,20,2,FALSE,TRUE,FALSE,Chicago,93,93,93,94,93,279.279,278.562,279.117,278.718,278.7695,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,21,38,8,13,11,2,4,3,4,3
Washington Nationals,Boston Red Sox,2015-04-14T21:10:00Z,7,8,8,1390,2015,10,15,TRUE,FALSE,FALSE,Boston,55,52,54,56,58,285.0795,285.954333333,285.050666667,284.773,283.660666667,light rain,light rain,light rain,light rain,light rain,260,268,267,257,260,2,2,2,2,2
Cincinnati Reds,Chicago Cubs,2015-04-14T23:05:00Z,3,2,7,1396,2015,5,5,FALSE,TRUE,FALSE,Chicago,65,63,67,67,70,280.734,280.823,279.810666667,279.624333333,279.0035,overcast clouds,broken clouds,broken clouds,broken clouds,broken clouds,12,41,30,49,39,2,1,2,2,2
San Diego Padres,Chicago Cubs,2015-04-18T17:20:00Z,6,7,7,1405,2015,20,13,TRUE,FALSE,FALSE,Chicago,67,68,66,65,67,282.859333333,282.756,283.331333333,283.397666667,282.6495,few clouds,scattered clouds,few clouds,scattered clouds,scattered clouds,16,13,10,7,184,4,4,4,4,3
Baltimore Orioles,Boston Red Sox,2015-04-18T19:05:00Z,4,1,8.5,1406,2015,5,5,FALSE,TRUE,FALSE,Boston,71,71,73,71,73,284.948,284.831,283.7995,283.987333333,283.260666667,light rain,light rain,light rain,light rain,light rain,199,273,68,236,124,2,2,4,3,4
Baltimore Orioles,Boston Red Sox,2015-04-19T16:35:00Z,8,3,8,1417,2015,35,11,TRUE,FALSE,FALSE,Boston,71,72,70,70,74,282.145333333,281.851,282.323333333,282.220666667,281.106,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,63,79,102,119,118,2,3,2,3,3
San Diego Padres,Chicago Cubs,2015-04-19T17:20:00Z,5,2,7,1420,2015,20,7,FALSE,FALSE,TRUE,Chicago,61,66,62,65,72,284.812,284.226,285.173333333,284.970666667,284.081,broken clouds,light rain,light rain,light rain,moderate rain,109,107,104,102,75,4,3,3,3,3
Toronto Blue Jays,Boston Red Sox,2015-04-27T21:10:00Z,5,6,9.5,1453,2015,10,11,TRUE,FALSE,FALSE,Boston,76,75,79,75,81,282.436,282.605333333,282.033666667,282.6215,281.663333333,light rain,light rain,light rain,overcast clouds,overcast clouds,321,349,345,177,227,3,4,4,5,4
Pittsburgh Pirates,Chicago Cubs,2015-04-27T23:05:00Z,0,4,7,1457,2015,5,4,FALSE,TRUE,FALSE,Chicago,81,85,84,87,88,278.950333333,278.0965,277.996666667,277.331333333,277.215,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,8,17,16,23,178,6,4,4,3,4
Toronto Blue Jays,Boston Red Sox,2015-04-28T21:10:00Z,11,8,8.5,1464,2015,10,19,TRUE,FALSE,FALSE,Boston,65,65,64,64,64,283.737666667,283.795555556,283.853444444,283.911333333,283.969222222,light rain,light rain,light rain,light rain,light rain,330,329,327,325,323,3,4,4,4,5
Toronto Blue Jays,Boston Red Sox,2015-04-29T21:10:00Z,1,4,8.5,1479,2015,10,5,FALSE,TRUE,FALSE,Boston,86,85,86,84,85,281.5985,281.831666667,281.609333333,281.3895,281.166333333,light rain,light rain,light rain,broken clouds,broken clouds,121,143,155,147,166,2,1,1,1,2
New York Yankees,Boston Red Sox,2015-05-02T16:35:00Z,4,2,8.5,1485,2015,35,6,FALSE,TRUE,FALSE,Boston,79,79,76,76,79,283.368,283.2045,283.692333333,283.691666667,282.6505,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,127,128,137,140,141,2,2,3,3,3
Milwaukee Brewers,Chicago Cubs,2015-05-02T17:20:00Z,6,1,8,1488,2015,20,7,FALSE,TRUE,FALSE,Chicago,62,59,58,55,55,285.751333333,286.0045,286.642333333,286.991666667,286.8505,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,193,192,193,192,196,1,1,1,1,1
Tampa Bay Rays,Boston Red Sox,2015-05-05T22:10:00Z,0,2,8,1499,2015,10,2,FALSE,TRUE,FALSE,Boston,66,69,73,76,80,288.809666667,287.966333333,287.846,286.761666667,286.400333333,scattered clouds,few clouds,scattered clouds,few clouds,few clouds,125,135,141,152,160,2,2,3,3,3
Tampa Bay Rays,Boston Red Sox,2015-05-06T22:10:00Z,5,3,8.5,1513,2015,10,8,FALSE,TRUE,FALSE,Boston,58,59,59,59,60,288.571333333,288.005666667,288.1845,287.370666667,287.301333333,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,168,173,189,190,202,3,4,4,4,5
New York Mets,Chicago Cubs,2015-05-11T23:05:00Z,3,4,8.5,1532,2015,5,7,FALSE,TRUE,FALSE,Chicago,81,81,80,80,81,284.093,283.336,283.643,283.152,282.613,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,232,244,238,246,237,6,6,6,6,6
New York Mets,Chicago Cubs,2015-05-12T23:05:00Z,1,6,7,1540,2015,5,7,FALSE,FALSE,TRUE,Chicago,65,70,67,71,73,283.819333333,282.5325,282.834333333,281.944666667,281.5895,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,296,301,305,310,303,5,4,5,4,4
Pittsburgh Pirates,Chicago Cubs,2015-05-15T17:20:00Z,10,11,9.5,1546,2015,20,21,TRUE,FALSE,FALSE,Chicago,77,75,74,72,71,287.822,288.069,288.510666667,288.806333333,288.81,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,216,214,227,228,226,3,3,3,3,3
Texas Rangers,Boston Red Sox,2015-05-19T22:10:00Z,3,4,9,1562,2015,10,7,FALSE,TRUE,FALSE,Boston,81,81,83,82,83,290.458666667,290.281333333,289.893,289.786,289.468,moderate rain,moderate rain,moderate rain,moderate rain,moderate rain,194,193,205,199,207,3,3,3,4,4
Oakland Athletics,Boston Red Sox,2015-06-06T19:05:00Z,2,4,8.5,1573,2015,5,6,FALSE,TRUE,FALSE,Boston,67,64,67,62,63,289.981666667,290.092333333,289.132,289.599666667,288.996333333,light rain,light rain,light rain,light rain,light rain,26,24,20,18,14,4,4,3,3,3
Cincinnati Reds,Chicago Cubs,2015-06-12T19:05:00Z,5,4,6.5,1578,2015,5,9,TRUE,FALSE,FALSE,Chicago,79,86,86,96,100,291.512,290.109,288.610881564,287.234588273,284.893,heavy intensity rain,heavy intensity rain,light rain,light rain,light rain,268,302,297,343,353,4,3,4,3,3
Toronto Blue Jays,Boston Red Sox,2015-06-12T22:10:00Z,13,10,9,1584,2015,10,23,TRUE,FALSE,FALSE,Boston,65,69,69,73,73,293.453365321,292.493,292.444149108,292.261,292.261,scattered clouds,scattered clouds,scattered clouds,overcast clouds,overcast clouds,119,114,133,204,204,2,1,1,2,2
Baltimore Orioles,Boston Red Sox,2015-06-24T22:10:00Z,1,5,8.5,1606,2015,10,6,FALSE,TRUE,FALSE,Boston,60,64,64,64,72,294.739007445,293.21,293.21,293.21,290.346,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,300,306,306,306,297,3,3,3,3,2
Los Angeles Dodgers,Chicago Cubs,2015-06-24T23:05:00Z,5,2,8,1607,2015,5,7,FALSE,TRUE,FALSE,Chicago,66,66,66,72,72,294.81,294.81,294.81,293.296,293.296,scattered clouds,scattered clouds,scattered clouds,light rain,light rain,116,116,116,135,135,2,2,2,3,3
Baltimore Orioles,Boston Red Sox,2015-06-25T16:35:00Z,8,6,8.5,1614,2015,35,14,TRUE,FALSE,FALSE,Boston,74,45,48,58,66,293.486666667,299.05,299.16,298.45,298.17,few clouds,sky is clear,broken clouds,broken clouds,scattered clouds,212,130,170,170,160,0,4,5,6,5
Los Angeles Dodgers,Chicago Cubs,2015-06-25T17:20:00Z,4,0,7,1615,2015,20,4,FALSE,TRUE,FALSE,Chicago,96,88,73,73,73,290.103333333,297.71,296.77,296.26,295.48,very heavy rain,light rain,mist,mist,mist,52,20,40,60,30,5,2,4,5,5
Houston Astros,Boston Red Sox,2015-07-04T16:35:00Z,1,6,8,1671,2015,35,7,FALSE,TRUE,FALSE,Boston,49,53,88,94,88,295.84,295.45,294.85,294.16,293.86,overcast clouds,overcast clouds,heavy intensity rain,mist,light rain,160,250,330,240,240,4,2,3,8,10
Miami Marlins,Chicago Cubs,2015-07-04T22:15:00Z,2,7,7.5,1675,2015,15,9,TRUE,FALSE,FALSE,Chicago,42,44,50,53,64,299.54,298.98,298.05,296.22,295.3,few clouds,few clouds,sky is clear,sky is clear,sky is clear,210,250,100,70,230,4,3,3,3,1
St. Louis Cardinals,Chicago Cubs,2015-07-06T23:05:00Z,6,0,8.5,1684,2015,5,6,FALSE,TRUE,FALSE,Chicago,61,65,57,88,88,300.58,299.28,298.04,296.39,295.98,broken clouds,moderate rain,mist,mist,mist,130,170,190,220,230,5,5,4,4,4
St. Louis Cardinals,Chicago Cubs,2015-07-07T16:20:00Z,4,7,5.5,1690,2015,20,11,TRUE,FALSE,FALSE,Chicago,59,52,45,45,42,291.04,291.89,292.27,292.33,292.13,overcast clouds,overcast clouds,haze,haze,haze,10,10,30,30,10,8,8,9,9,9
Miami Marlins,Boston Red Sox,2015-07-07T22:10:00Z,3,4,9,1695,2015,10,7,FALSE,TRUE,FALSE,Boston,70,79,74,83,78,299.87,299.11,298.37,297.75,297.42,sky is clear,sky is clear,broken clouds,broken clouds,sky is clear,200,200,180,190,220,8,8,3,4,5
St. Louis Cardinals,Chicago Cubs,2015-07-07T23:05:00Z,3,5,7,1697,2015,5,8,TRUE,FALSE,FALSE,Chicago,52,52,55,55,59,290.81,289.83,288.74,287.84,287.15,few clouds,scattered clouds,scattered clouds,broken clouds,broken clouds,40,30,20,20,10,8,7,5,5,4
New York Yankees,Boston Red Sox,2015-07-12T16:35:00Z,8,6,9,1713,2015,35,14,TRUE,FALSE,FALSE,Boston,74,74,69,74,74,303.34,304.08,304.17,304.11,303.56,broken clouds,overcast clouds,broken clouds,scattered clouds,scattered clouds,30,30,40,50,30,6,6,4,5,5
Chicago White Sox,Chicago Cubs,2015-07-12T17:20:00Z,1,3,6,1716,2015,20,4,FALSE,TRUE,FALSE,Chicago,61,61,58,58,58,298.97,299.95,300.14,300.47,300.55,broken clouds,broken clouds,broken clouds,scattered clouds,broken clouds,80,70,70,90,100,4,3,4,3,5
Philadelphia Phillies,Chicago Cubs,2015-07-24T19:05:00Z,5,3,9,1759,2015,5,8,FALSE,TRUE,FALSE,Chicago,40,42,42,45,45,301.57,301.03,300.99,301.19,300.98,broken clouds,broken clouds,overcast clouds,broken clouds,broken clouds,240,210,180,200,210,5,7,7,6,6
Detroit Tigers,Boston Red Sox,2015-07-24T22:10:00Z,1,2,9,1762,2015,10,3,FALSE,TRUE,FALSE,Boston,57,57,64,72,64,295.08,294.15,292.97,292.17,291.15,light rain,proximity thunderstorm,heavy intensity rain,proximity thunderstorm,light rain,60,30,40,294,50,4,3,2,0,2
